,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3235,4825-xjgdm,female,0,no,no,61,no,no phone service,dsl,yes,yes,yes,yes,no,no,one year,no,credit card (automatic),43.7,2696.55,no
3236,5402-htotq,male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,55.3,875.35,no
3237,6734-jdttv,male,0,yes,yes,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.85,1267.05,no
3238,7850-thjmu,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,494.9,no
3239,3890-rtcms,male,0,no,no,16,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,49.45,799.0,no
3240,8849-gyokr,female,0,yes,no,54,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,no,bank transfer (automatic),106.55,5763.3,yes
3241,3148-blqjt,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.1,20.1,yes
3242,3717-fdjfu,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,106.9,no
3243,3665-jatsn,female,0,no,no,19,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,39.7,710.05,no
3244,7966-yotqw,male,0,no,no,10,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),54.5,568.2,no
3245,0461-cvkmu,female,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,83.8,1900.25,yes
3246,8806-eagwc,male,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.15,159.15,yes
3247,8853-tzdgh,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.6,8012.75,no
3248,7779-lgovn,male,1,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.65,856.65,yes
3249,4324-bzckl,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,55.55,551.3,no
3250,6924-tdgmt,male,0,yes,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.55,184.95,no
3251,9710-zushq,female,1,no,no,37,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),106.75,4056.75,yes
3252,1536-yhdoe,male,0,yes,yes,17,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,62.1,1096.65,no
3253,8123-qbnaz,female,0,yes,yes,36,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),104.5,3684.95,no
3254,3629-znkxa,male,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.8,1752.45,no
3255,4827-ltqrj,female,1,yes,yes,66,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),110.6,7210.85,no
3256,7711-yijwc,male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),84.9,5264.5,no
3257,5482-vxsxj,male,0,no,no,22,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,93.2,2157.3,no
3258,7365-bvcjh,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.4,24.4,no
3259,9620-enejv,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.55,433.95,no
3260,4183-wcsep,male,0,no,no,31,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,78.45,2435.15,yes
3261,2378-yizka,female,0,yes,yes,68,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.0,5607.75,no
3262,5498-txhlf,female,0,yes,yes,34,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,87.45,2874.15,yes
3263,0689-dsxgl,female,0,yes,yes,52,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),85.8,4433.3,no
3264,6818-djxaa,female,0,no,yes,10,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,91.1,964.35,no
3265,9722-ujojr,male,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.75,1974.8,yes
3266,0464-wjtko,female,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.1,1460.85,no
3267,8902-zeovf,male,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,951.55,no
3268,6778-eicrf,male,0,yes,yes,24,yes,yes,dsl,yes,no,no,no,yes,yes,one year,no,mailed check,74.8,1821.2,no
3269,2662-nntdk,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,1600.95,no
3270,4132-kalro,female,0,no,no,4,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,100.85,399.25,no
3271,3902-foigh,male,1,yes,no,12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.35,1218.55,yes
3272,6772-ksatr,male,0,no,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,81.7,81.7,yes
3273,7112-opotk,male,0,no,no,33,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.25,2171.15,yes
3274,2874-yxvva,female,0,no,no,34,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,105.1,3634.8,no
3275,1245-harps,female,0,yes,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.4,292.4,no
3276,4210-qfjmf,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.15,317.25,yes
3277,4323-elyyb,male,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,218.55,no
3278,4293-etkap,female,0,yes,yes,65,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),79.4,5071.9,no
3279,6064-pupmc,male,0,yes,yes,23,yes,no,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),57.2,1423.35,no
3280,6504-vblfl,male,0,yes,no,55,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,58.6,3068.6,no
3281,6322-pjjdj,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,yes,two year,yes,electronic check,94.8,4690.65,no
3282,0330-bgyze,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),102.5,6157.6,no
3283,1085-ldwam,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.35,1442.65,no
3284,7586-zatgz,male,0,no,no,40,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.9,3369.05,no
3285,7197-vojmm,male,0,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),69.2,4671.65,no
3286,3318-osats,male,1,no,no,35,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,3474.05,yes
3287,5828-avipd,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.95,1875.55,yes
3288,1843-tlsgd,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.85,272.35,no
3289,9626-vfrgg,female,0,no,yes,41,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),88.5,3645.05,no
3290,7075-bndvq,female,0,no,no,4,no,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,35.0,135.75,no
3291,9143-canjf,female,0,yes,yes,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,55.15,1319.85,no
3292,7284-buyec,female,0,no,no,5,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,229.4,no
3293,2041-jijci,female,0,no,no,5,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,64.0,370.25,no
3294,1086-lxkfy,female,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.1,69.1,yes
3295,4900-msomt,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),80.2,5714.2,no
3296,2229-vwqjh,female,0,no,no,24,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),49.3,1233.25,no
3297,9194-gfvoi,female,0,yes,no,42,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),84.35,3571.6,no
3298,1336-ezfzy,female,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,83.3,no
3299,4282-msacw,male,0,no,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),117.2,8035.95,no
3300,1403-lklik,female,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,579.4,no
3301,2636-alxxz,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6,yes
3302,7774-ojsxi,male,0,no,no,31,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.45,3066.45,yes
3303,7786-wbjyi,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),77.95,305.55,yes
3304,0136-ifmyd,male,1,yes,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,109.95,7634.25,no
3305,5144-tvglp,male,1,no,no,38,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.75,3653.0,no
3306,9643-avvwi,female,0,yes,yes,3,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,80.0,241.3,no
3307,0253-zteob,female,0,yes,yes,48,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,no,electronic check,79.65,3870.3,no
3308,2706-qzihy,female,0,yes,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.2,387.9,no
3309,6061-pqhmk,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,527.5,no
3310,9885-csmwe,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.45,78.45,yes
3311,6137-mfajn,female,0,no,no,48,no,no phone service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,44.8,2104.55,no
3312,9122-umrob,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.3,20.3,no
3313,4232-jgkiy,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.2,19.2,no
3314,2402-tairz,female,0,no,no,37,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,80.05,3019.1,no
3315,9659-ztwsm,male,1,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),107.35,7051.95,no
3316,9139-twbas,female,0,yes,no,26,no,no phone service,dsl,yes,yes,yes,no,yes,no,one year,no,bank transfer (automatic),47.85,1190.5,no
3317,6685-gbwjz,male,0,yes,no,63,yes,no,dsl,yes,yes,no,yes,yes,no,one year,no,credit card (automatic),70.8,4448.8,no
3318,5016-ettff,male,0,no,no,10,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,29.5,255.25,yes
3319,3866-mdtub,female,0,no,no,2,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,70.75,146.9,yes
3320,2195-vvrjf,male,1,yes,no,18,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),59.1,1011.05,no
3321,3913-rdsjz,female,0,yes,no,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.55,1714.95,no
3322,8058-jmeqo,female,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.45,762.5,yes
3323,4203-qgnza,female,0,no,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,535.35,no
3324,5043-trzwm,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,75.55,75.55,no
3325,0697-zmsws,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.65,338.9,yes
3326,7657-dyepj,male,1,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one year,yes,credit card (automatic),70.15,2497.35,yes
3327,9494-bdnnc,male,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,no,electronic check,95.3,6273.4,no
3328,1640-plfmp,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.25,70.25,no
3329,5366-obvmr,female,0,yes,no,18,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.3,908.75,no
3330,8276-mqbyc,male,1,no,no,51,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,97.8,4913.3,yes
3332,7593-xfkdi,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.3,46.3,yes
3333,4573-jknae,male,0,no,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.35,212.3,no
3334,0337-cnpze,female,0,no,no,41,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.3,4443.45,yes
3335,9817-aplhw,male,0,no,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.0,316.2,no
3336,8380-mqinp,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.3,1079.05,no
3337,0840-dfezh,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.35,564.65,no
3338,1513-xnpph,female,0,no,no,12,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.4,1095.65,yes
3339,8690-zvlcl,female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.0,6161.9,no
3340,6015-vvhhe,female,1,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),83.15,446.05,yes
3341,1125-snvck,female,1,no,no,49,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,43.8,2106.05,no
3342,0384-lpite,male,0,no,no,40,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,credit card (automatic),62.05,2511.55,no
3343,4616-ewbnj,female,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.1,318.6,no
3344,6347-dcuik,male,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.15,811.8,yes
3345,1335-hqmkx,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,101.35,7323.15,no
3346,2545-ebupk,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.05,186.05,no
3347,6923-aqonu,male,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.9,454.0,no
3348,2172-ejxvf,female,1,no,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.9,7521.95,no
3349,0897-fegmu,female,0,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.5,1056.95,yes
3350,7663-rgwbc,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.15,44.15,yes
3351,1120-bmwub,female,0,no,no,16,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,53.9,834.15,yes
3352,9124-lhcjq,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,85.45,85.45,yes
3353,4536-pleqy,male,0,yes,no,12,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),85.05,999.8,no
3354,7029-ijejk,female,0,no,no,54,no,no phone service,dsl,yes,no,no,yes,no,yes,one year,no,bank transfer (automatic),44.1,2369.7,no
3355,8871-jlmhm,female,0,yes,no,68,yes,yes,fiber optic,no,yes,yes,yes,no,no,two year,no,credit card (automatic),90.2,6297.65,no
3356,2235-zgkpt,female,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.85,239.55,yes
3357,3891-puqod,female,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic check,59.2,59.2,yes
3358,5447-vytkw,male,0,no,no,27,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,53.45,1461.45,no
3359,3623-fqbox,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,416.4,no
3360,0689-nkylf,male,0,no,no,13,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,83.2,1060.6,yes
3361,8659-hdiye,female,1,no,no,64,yes,yes,dsl,no,yes,yes,yes,no,yes,month-to-month,no,credit card (automatic),74.65,4869.35,no
3362,3658-kibgf,female,0,no,no,1,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,54.9,54.9,yes
3363,3474-bafsj,male,0,yes,no,57,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),57.5,3265.95,no
3364,5519-yldgw,female,0,yes,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,103.9,2254.2,yes
3365,3865-zfzib,male,0,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,358.15,no
3366,1855-agawh,male,0,yes,no,31,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,2939.8,no
3367,7109-cqyuz,male,0,no,no,52,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,89.25,4652.4,no
3368,1370-ggawx,female,0,no,no,46,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,94.15,4408.45,no
3369,4680-kutaj,female,1,no,no,11,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,55.6,580.8,no
3370,5307-uvgnb,female,0,yes,yes,53,no,no phone service,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),48.7,2495.2,no
3371,4946-edsew,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.25,180.3,yes
3372,2883-ilgwo,male,1,no,no,57,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.9,5913.95,no
3373,2516-vqrrv,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.45,158.4,yes
3374,7580-ugxnc,female,1,no,no,2,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.85,104.2,yes
3375,3642-byhdo,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.9,1389.35,no
3376,9629-nhxfw,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.4,19.4,no
3377,2696-rzvzw,male,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.05,1629.2,no
3378,5766-ftrts,male,0,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,84.45,6033.1,no
3379,0396-hujbp,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.3,44.4,no
3380,5178-lmxop,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,95.1,yes
3381,8879-zkjof,female,0,no,no,41,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),79.85,3320.75,no
3382,6285-ftqbf,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.55,1867.7,no
3383,8185-upybr,male,0,yes,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,438.0,yes
3384,4585-hetai,female,0,yes,yes,4,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,73.75,325.45,yes
3385,7526-bezqb,male,0,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.05,1148.1,yes
3386,1474-juwsm,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,electronic check,68.4,3972.25,no
3387,3530-crzsb,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,155.9,no
3388,8498-xxgwa,female,0,yes,no,65,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,55.15,3673.15,no
3389,9617-ingjy,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.6,70.6,no
3390,0621-tssmu,male,0,yes,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.95,1126.75,no
3391,7234-kmnrq,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,73.45,no
3392,7636-pepns,female,0,yes,yes,58,yes,no,dsl,no,no,no,no,no,no,one year,yes,mailed check,44.1,2413.05,no
3393,4683-wydou,male,0,yes,no,62,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),107.6,6912.7,no
3394,9052-dhnkm,male,0,no,no,26,yes,yes,dsl,yes,yes,no,no,no,no,one year,no,electronic check,61.55,1581.95,no
3395,6794-hkiaj,male,0,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),90.7,5586.45,no
3396,5578-nkcxi,female,0,yes,yes,58,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,credit card (automatic),99.25,5846.65,no
3397,1642-hmarx,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,91.7,6424.7,no
3398,3096-wpxbt,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,credit card (automatic),100.7,6018.65,no
3399,8434-pnqzx,female,0,no,no,42,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,credit card (automatic),78.45,3373.4,no
3400,5950-aaagj,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),84.3,1537.9,no
3401,4299-opxej,female,0,no,no,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.55,1080.55,no
3402,4951-ukaaq,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,88.95,355.2,yes
3403,9618-lfjru,female,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.45,82.85,no
3404,6693-djwty,female,0,no,yes,35,yes,no,dsl,yes,yes,no,no,no,no,one year,no,credit card (automatic),55.6,2016.45,no
3405,0744-gknge,female,0,yes,yes,64,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),86.8,5327.25,no
3406,6447-egdiv,female,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.95,683.25,no
3407,1167-oyzjf,female,1,yes,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.05,1263.05,no
3408,2108-ykqty,female,0,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),50.7,151.3,yes
3409,4806-dxqce,female,1,yes,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.65,7714.65,no
3410,4918-qlliw,male,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),53.4,188.7,yes
3411,7056-imhcc,male,1,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.9,5549.4,yes
3412,4854-ssltn,male,0,yes,yes,2,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,59.5,130.5,no
3413,5294-dmsfh,female,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),87.8,2621.75,no
3414,4837-pztic,female,0,no,no,47,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,41.9,1875.25,no
3415,1625-jaiiy,female,0,yes,yes,68,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,electronic check,83.0,5685.8,yes
3416,0603-olqdc,male,0,no,yes,12,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,69.85,837.5,no
3417,3272-vuhpv,female,0,yes,yes,8,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),56.3,401.5,no
3418,4176-fxybo,male,0,yes,no,54,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic check,109.55,6118.95,no
3419,1063-dhqjf,male,0,yes,yes,69,yes,no,fiber optic,no,yes,no,yes,yes,no,two year,yes,mailed check,92.15,6480.9,no
3420,8663-updgf,female,0,no,no,26,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),69.5,1800.05,no
3421,6719-fgedo,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),97.0,7104.2,no
